#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03295,04868,43.6,-8.59,70.484,97.33,325.51,291.49,34.02,299.3832,296.4213,2.9619,6.0403,4.2933,1.9643,0.086,0.252,0.8063,1,'011000',0,227.228,1,1,"'MULTIPOLYGON((( 146.358810  -37.724304, 145.568146  -37.821125, 145.406067  -36.953747, 146.187897  -36.858017, 146.358810  -37.724304)))'",Victoria,145.88,-37.34,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03296,04868,43.61,-8.62,70.496,97.363,325.51,291.49,34.02,299.0832,296.2557,2.8275,5.8797,4.1899,1.9114,0.086,0.252,0.8112,1,'011000',0,227.228,1,1,"'MULTIPOLYGON((( 146.379150  -37.724239, 145.588425  -37.821407, 145.425705  -36.953808, 146.207611  -36.857738, 146.379150  -37.724239)))'",Victoria,145.89999,-37.34,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03286,04883,43.91,-8.24,70.85,98.344,311.27,291.96,19.31,295.07,293.2953,1.7747,4.0072,2.7614,1.3691,0.056,0.224,0.3352,1,'011000',0,120.29,0.67,1,"'MULTIPOLYGON((( 146.180710  -38.030869, 145.381912  -38.124321, 145.224304  -37.247166, 146.013977  -37.154789, 146.180710  -38.030869)))'",Victoria,145.7,-37.64,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03286,04884,43.94,-8.24,70.886,98.443,311.27,291.96,19.31,295.1666,293.3572,1.8094,4.1653,2.8447,1.4321,0.056,0.224,0.3338,1,'011000',0,120.29,0.5,1,"'MULTIPOLYGON((( 146.181122  -38.051281, 145.381714  -38.144783, 145.223907  -37.266743, 146.014175  -37.174320, 146.181122  -38.051281)))'",Victoria,145.7,-37.66,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:10:00+00','2018-03-31 04:40:40+00','Himawari-8','kn3','NC_H08_20180331_0410_R21_FLDK.06001_06001.nc',03301,04874,43.75,-8.76,70.66,97.818,321.05,292.72,28.33,294.7356,293.2026,1.533,3.6161,2.7318,1.194,0.076,0.209,0.6766,1,'011000',0,186.098,1,1,"'MULTIPOLYGON((( 146.482437  -37.845200, 145.688873  -37.944145, 145.522491  -37.072823, 146.307144  -36.975006, 146.482437  -37.845200)))'",Victoria,146,-37.46,2018-03-31 04:10:00,2018,3,31,13,4,2017
'2018-03-31 04:10:00+00','2018-03-31 04:40:40+00','Himawari-8','kn3','NC_H08_20180331_0410_R21_FLDK.06001_06001.nc',03301,04875,43.77,-8.76,70.684,97.884,321.05,292.72,28.33,294.3647,292.9067,1.458,3.2385,2.4754,1.171,0.076,0.209,0.6796,1,'011000',0,186.098,1,1,"'MULTIPOLYGON((( 146.482773  -37.865471, 145.688705  -37.964447, 145.522186  -37.092545, 146.307297  -36.994698, 146.482773  -37.865471)))'",Victoria,146,-37.48,2018-03-31 04:10:00,2018,3,31,13,4,2017
'2018-03-31 04:20:00+00','2018-03-31 04:50:40+00','Himawari-8','kn3','NC_H08_20180331_0420_R21_FLDK.06001_06001.nc',03295,04867,43.58,-8.59,70.461,97.266,315.9,292.18,23.72,299.1482,296.3068,2.8414,5.7921,4.1095,1.9455,0.047,0.227,0.4896,1,'011000',0,151.429,1,1,"'MULTIPOLYGON((( 146.358490  -37.704037, 145.568314  -37.800823, 145.406372  -36.934021, 146.187744  -36.838326, 146.358490  -37.704037)))'",Victoria,145.88,-37.32,2018-03-31 04:20:00,2018,3,31,13,4,2017
'2018-03-31 04:20:00+00','2018-03-31 04:50:40+00','Himawari-8','kn3','NC_H08_20180331_0420_R21_FLDK.06001_06001.nc',03296,04867,43.58,-8.63,70.461,97.266,315.9,292.18,23.72,298.8861,296.1842,2.7019,5.6756,4.0338,1.9055,0.047,0.227,0.4941,1,'011000',0,151.429,1,1,"'MULTIPOLYGON((( 146.378815  -37.703770, 145.588730  -37.800999, 145.426025  -36.934284, 146.207321  -36.838154, 146.378815  -37.703770)))'",Victoria,145.89999,-37.32,2018-03-31 04:20:00,2018,3,31,13,4,2017
'2018-03-31 04:40:00+00','2018-03-31 05:10:41+00','Himawari-8','kn3','NC_H08_20180331_0440_R21_FLDK.06001_06001.nc',03382,04807,42.52,-11.73,69.253,93.961,313.5,297.09,16.41,302.4586,299.5848,2.8737,4.4236,3.1742,1.3672,0.043,0.184,0.2742,1,'011000',0,105.98,0.83,1,"'MULTIPOLYGON((( 148.105820  -36.469231, 147.349167  -36.598160, 147.138474  -35.768787, 147.887558  -35.641190, 148.105820  -36.469231)))'",Victoria,147.62,-36.12,2018-03-31 04:40:00,2018,3,31,13,4,2017
'2018-03-31 04:40:00+00','2018-03-31 05:10:41+00','Himawari-8','kn3','NC_H08_20180331_0440_R21_FLDK.06001_06001.nc',03383,04807,42.53,-11.76,69.264,93.991,318.83,298.17,20.66,302.667,299.7054,2.9616,4.4969,3.2266,1.4142,0.051,0.198,0.3926,1,'011000',0,137.729,0.83,1,"'MULTIPOLYGON((( 148.126144  -36.469147, 147.369461  -36.598415, 147.158157  -35.768867, 147.907272  -35.640930, 148.126144  -36.469147)))'",Victoria,147.64,-36.12,2018-03-31 04:40:00,2018,3,31,13,4,2017
'2018-03-31 04:40:00+00','2018-03-31 05:10:41+00','Himawari-8','kn3','NC_H08_20180331_0440_R21_FLDK.06001_06001.nc',03384,04807,42.53,-11.79,69.264,93.991,318.83,298.17,20.66,303.0146,299.9404,3.0743,4.522,3.2402,1.4291,0.051,0.198,0.3879,1,'011000',0,137.729,0.83,1,"'MULTIPOLYGON((( 148.146362  -36.468941, 147.389771  -36.598534, 147.177933  -35.769073, 147.926971  -35.640816, 148.146362  -36.468941)))'",Victoria,147.66,-36.12,2018-03-31 04:40:00,2018,3,31,13,4,2017
'2018-03-31 04:40:00+00','2018-03-31 05:10:41+00','Himawari-8','kn3','NC_H08_20180331_0440_R21_FLDK.06001_06001.nc',03069,04837,42.56,-1.19,69.298,94.082,324.83,304.62,20.21,307.6187,302.3009,5.3178,2.0586,1.7554,1.4085,0.122,0.189,0.2703,1,'011000',0,143.038,0.83,1,"'MULTIPOLYGON((( 141.762039  -37.135906, 140.982269  -37.150360, 140.962280  -36.302723, 141.733536  -36.288425, 141.762039  -37.135906)))'",Victoria,141.36,-36.72,2018-03-31 04:40:00,2018,3,31,13,4,2017
'2018-03-31 04:50:00+00','2018-03-31 05:20:40+00','Himawari-8','kn3','NC_H08_20180331_0450_R21_FLDK.06001_06001.nc',03384,04808,42.55,-11.79,69.287,94.051,315.76,296.51,19.25,302.1949,299.3879,2.807,4.4836,3.2382,1.4072,0.071,0.177,0.3695,1,'011000',0,125.384,0.83,1,"'MULTIPOLYGON((( 148.146683  -36.489185, 147.389648  -36.618820, 147.177628  -35.788830, 147.927094  -35.660538, 148.146683  -36.489185)))'",Victoria,147.66,-36.14,2018-03-31 04:50:00,2018,3,31,13,4,2018
'2018-03-31 04:50:00+00','2018-03-31 05:20:40+00','Himawari-8','kn3','NC_H08_20180331_0450_R21_FLDK.06001_06001.nc',03069,04836,42.53,-1.19,69.264,93.991,351.35,306.76,44.59,307.2027,302.0566,5.1462,2.1569,1.9716,1.4139,0.115,0.176,1.9993,1,'011000',0,361.972,1,1,"'MULTIPOLYGON((( 141.761734  -37.115501, 140.982544  -37.129948, 140.962585  -36.283123, 141.733276  -36.268833, 141.761734  -37.115501)))'",Victoria,141.36,-36.7,2018-03-31 04:50:00,2018,3,31,13,4,2018
'2018-03-31 04:50:00+00','2018-03-31 05:20:40+00','Himawari-8','kn3','NC_H08_20180331_0450_R21_FLDK.06001_06001.nc',03070,04836,42.53,-1.22,69.264,93.991,398.33,312,86.33,307.1656,302.0297,5.1359,2.2023,2.0075,1.4175,0.117,0.138,9.1508,1,'111000',0,890.15,1,1,"'MULTIPOLYGON((( 141.782013  -37.115330, 141.002823  -37.130104, 140.982315  -36.283291, 141.752991  -36.268677, 141.782013  -37.115330)))'",Victoria,141.38,-36.7,2018-03-31 04:50:00,2018,3,31,13,4,2018
'2018-03-31 04:50:00+00','2018-03-31 05:20:40+00','Himawari-8','kn3','NC_H08_20180331_0450_R21_FLDK.06001_06001.nc',03070,04837,42.55,-1.22,69.287,94.051,341.17,298.77,42.4,307.1008,301.9643,5.1364,2.2064,1.9481,1.4345,0.123,0.18,1.344,1,'011000',0,316.402,0.83,1,"'MULTIPOLYGON((( 141.782242  -37.135601, 141.002609  -37.150379, 140.982086  -36.303024, 141.753204  -36.288406, 141.782242  -37.135601)))'",Victoria,141.38,-36.72,2018-03-31 04:50:00,2018,3,31,13,4,2018
'2018-03-31 04:50:00+00','2018-03-31 05:20:40+00','Himawari-8','kn3','NC_H08_20180331_0450_R21_FLDK.06001_06001.nc',03301,04876,43.79,-8.75,70.708,97.949,310.7,291.82,18.88,292.9814,292.0537,0.9277,2.6303,2.1453,0.8558,0.065,0.188,0.3655,1,'011000',0,117.191,1,1,"'MULTIPOLYGON((( 146.483002  -37.885811, 145.688446  -37.984715, 145.521957  -37.112209, 146.307556  -37.014435, 146.483002  -37.885811)))'",Victoria,146,-37.5,2018-03-31 04:50:00,2018,3,31,13,4,2018
'2018-03-31 05:00:00+00','2018-03-31 05:30:41+00','Himawari-8','kn3','NC_H08_20180331_0500_R21_FLDK.06001_06001.nc',03069,04836,42.53,-1.18,69.264,93.991,321.43,306.25,15.18,305.7523,300.8988,4.8534,2.2431,2.6699,1.5886,0.111,0.171,0.1307,1,'001000',0,106.486,0.33,1,"'MULTIPOLYGON((( 141.761642  -37.115559, 140.982452  -37.129894, 140.962662  -36.283066, 141.733368  -36.268887, 141.761642  -37.115559)))'",Victoria,141.36,-36.7,2018-03-31 05:00:00,2018,3,31,13,5,2018
'2018-03-31 05:00:00+00','2018-03-31 05:30:41+00','Himawari-8','kn3','NC_H08_20180331_0500_R21_FLDK.06001_06001.nc',03070,04836,42.53,-1.22,69.264,93.991,338.63,306.54,32.09,305.8795,301.1669,4.7127,2.1915,2.3577,1.4223,0.108,0.116,1.0379,1,'011000',0,244.917,0.33,1,"'MULTIPOLYGON((( 141.782013  -37.115330, 141.002823  -37.130104, 140.982315  -36.283291, 141.752991  -36.268677, 141.782013  -37.115330)))'",Victoria,141.38,-36.7,2018-03-31 05:00:00,2018,3,31,13,5,2018
'2018-03-31 05:00:00+00','2018-03-31 05:30:41+00','Himawari-8','kn3','NC_H08_20180331_0500_R21_FLDK.06001_06001.nc',03071,04836,42.53,-1.25,69.264,93.991,316.72,299.57,17.15,305.981,301.4613,4.5197,2.0983,1.8741,1.1685,0.137,0.166,0.1781,1,'001000',0,113.896,0.33,1,"'MULTIPOLYGON((( 141.802261  -37.115162, 141.023102  -37.130264, 141.002029  -36.283459, 141.772705  -36.268517, 141.802261  -37.115162)))'",Victoria,141.39999,-36.7,2018-03-31 05:00:00,2018,3,31,13,5,2018
'2018-03-31 05:00:00+00','2018-03-31 05:30:41+00','Himawari-8','kn3','NC_H08_20180331_0500_R21_FLDK.06001_06001.nc',03123,04894,43.87,-2.91,70.802,98.212,318.09,299.46,18.63,306.0422,300.0284,6.0138,0.9754,1.166,0.5769,0.104,0.163,0.0957,1,'001000',0,124.502,0.33,1,"'MULTIPOLYGON((( 142.873810  -38.284077, 142.065536  -38.318096, 142.011154  -37.434311, 142.809860  -37.400692, 142.873810  -38.284077)))'",Victoria,142.44,-37.86,2018-03-31 05:00:00,2018,3,31,13,5,2018
'2018-03-31 05:10:00+00','2018-03-31 05:40:41+00','Himawari-8','kn3','NC_H08_20180331_0510_R21_FLDK.06001_06001.nc',03384,04808,42.55,-11.79,69.287,94.051,313.73,296.27,17.46,301.1543,298.6794,2.4749,4.1473,3.016,1.4053,0.065,0.163,0.3308,1,'011000',0,112.446,1,1,"'MULTIPOLYGON((( 148.146683  -36.489185, 147.389648  -36.618820, 147.177628  -35.788830, 147.927094  -35.660538, 148.146683  -36.489185)))'",Victoria,147.66,-36.14,2018-03-31 05:10:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03295,04868,43.59,-8.59,70.472,97.298,311.96,291.05,20.91,296.2891,294.4908,1.7982,4.7759,3.4408,1.7453,0.047,0.2,0.387,1,'011000',0,130.138,1,1,"'MULTIPOLYGON((( 146.358719  -37.724167, 145.568192  -37.820972, 145.406158  -36.953884, 146.187866  -36.858170, 146.358719  -37.724167)))'",Victoria,145.88,-37.34,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03296,04868,43.59,-8.62,70.472,97.298,311.96,291.05,20.91,296.0777,294.3664,1.7113,4.6696,3.3616,1.7291,0.047,0.2,0.3896,1,'011000',0,130.138,1,1,"'MULTIPOLYGON((( 146.378952  -37.723969, 145.588501  -37.821102, 145.425888  -36.954082, 146.207535  -36.858044, 146.378952  -37.723969)))'",Victoria,145.89999,-37.34,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03302,04874,43.74,-8.79,70.649,97.786,309.68,291.74,17.94,292.7737,291.995,0.7787,3.0945,2.343,1.242,0.044,0.152,0.3063,1,'011000',0,110.738,1,1,"'MULTIPOLYGON((( 146.502594  -37.844864, 145.709213  -37.944118, 145.542328  -37.073158, 146.326782  -36.975033, 146.502594  -37.844864)))'",Victoria,146.01999,-37.46,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03302,04875,43.77,-8.79,70.684,97.884,309.68,291.74,17.94,292.4824,291.7411,0.7413,2.8399,2.154,1.2714,0.044,0.152,0.3076,1,'011000',0,110.738,1,1,"'MULTIPOLYGON((( 146.503006  -37.865269, 145.709015  -37.964577, 145.541916  -37.092747, 146.326965  -36.994568, 146.503006  -37.865269)))'",Victoria,146.01999,-37.48,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03302,04876,43.79,-8.78,70.708,97.949,314.29,291.05,23.24,292.2451,291.526,0.7191,2.6797,2.0279,1.3069,0.049,0.143,0.4575,1,'011000',0,146.362,1,1,"'MULTIPOLYGON((( 146.503250  -37.885612, 145.708755  -37.984844, 145.541687  -37.112408, 146.327225  -37.014309, 146.503250  -37.885612)))'",Victoria,146.01999,-37.5,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03183,04900,44.07,-4.85,71.041,98.876,318.42,298.51,19.91,303.8292,298.795,5.0342,2.0581,1.413,0.9388,0.1,0.162,0.1632,1,'001000',0,132.673,0.33,1,"'MULTIPOLYGON((( 144.094177  -38.395054, 143.283768  -38.450935, 143.190918  -37.563175, 143.991699  -37.507954, 144.094177  -38.395054)))'",Victoria,143.64,-37.98,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:20:00+00','2018-03-31 05:50:41+00','Himawari-8','kn3','NC_H08_20180331_0520_R21_FLDK.06001_06001.nc',03184,04900,44.07,-4.88,71.041,98.876,323.97,299.34,24.63,303.7703,298.721,5.0493,2.0451,1.398,0.9316,0.098,0.153,0.2911,1,'011000',0,169.359,0.33,1,"'MULTIPOLYGON((( 144.114456  -38.394863, 143.304092  -38.451080, 143.210648  -37.563362, 144.011383  -37.507809, 144.114456  -38.394863)))'",Victoria,143.66,-37.98,2018-03-31 05:20:00,2018,3,31,13,5,2018
'2018-03-31 05:30:00+00','2018-03-31 06:00:42+00','Himawari-8','kn3','NC_H08_20180331_0530_R21_FLDK.06001_06001.nc',03128,04835,42.54,-3.16,69.275,94.021,318.92,302.95,15.97,306.2037,301.7607,4.443,1.3943,1.1686,0.6304,0.113,0.164,0.1133,1,'001000',0,108.954,0.33,1,"'MULTIPOLYGON((( 142.959244  -37.084270, 142.181229  -37.120281, 142.125107  -36.274239, 142.894684  -36.238617, 142.959244  -37.084270)))'",Victoria,142.53999,-36.68,2018-03-31 05:30:00,2018,3,31,13,5,2018
'2018-03-31 05:30:00+00','2018-03-31 06:00:42+00','Himawari-8','kn3','NC_H08_20180331_0530_R21_FLDK.06001_06001.nc',03128,04836,42.57,-3.16,69.309,94.112,325.42,303.58,21.84,306.066,301.6427,4.4232,1.5464,1.2242,0.6584,0.128,0.171,0.361,1,'011000',0,154.27,0.33,1,"'MULTIPOLYGON((( 142.959579  -37.104664, 142.180984  -37.140694, 142.124786  -36.293839, 142.894928  -36.258198, 142.959579  -37.104664)))'",Victoria,142.53999,-36.7,2018-03-31 05:30:00,2018,3,31,13,5,2018
'2018-03-31 05:30:00+00','2018-03-31 06:00:42+00','Himawari-8','kn3','NC_H08_20180331_0530_R21_FLDK.06001_06001.nc',03301,04876,43.78,-8.75,70.696,97.916,336.92,292.18,44.74,291.9844,291.2722,0.7122,2.632,2.0313,1.1939,0.072,0.169,1.538,1,'011000',0,317.394,1,1,"'MULTIPOLYGON((( 146.482910  -37.885674, 145.688477  -37.984558, 145.522049  -37.112347, 146.307510  -37.014591, 146.482910  -37.885674)))'",Victoria,146,-37.5,2018-03-31 05:30:00,2018,3,31,13,5,2018
'2018-03-31 05:30:00+00','2018-03-31 06:00:42+00','Himawari-8','kn3','NC_H08_20180331_0530_R21_FLDK.06001_06001.nc',03077,04915,44.3,-1.4,71.319,99.65,314.83,292.45,22.38,295.821,290.9984,4.8226,3.3375,2.1641,2.7377,0.078,0.189,0.3098,1,'011000',0,142.288,0.5,1,"'MULTIPOLYGON((( 141.945175  -38.719353, 141.125320  -38.736599, 141.099930  -37.839092, 141.909775  -37.822052, 141.945175  -38.719353)))'",Victoria,141.52,-38.28,2018-03-31 05:30:00,2018,3,31,13,5,2018
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03301,04874,43.74,-8.76,70.649,97.786,329.09,291.96,37.13,291.8116,291.2115,0.6,2.8058,2.2557,0.9253,0.036,0.12,1.1022,1,'011000',0,253.051,1,1,"'MULTIPOLYGON((( 146.482346  -37.845062, 145.688904  -37.943989, 145.522583  -37.072960, 146.307098  -36.975159, 146.482346  -37.845062)))'",Victoria,146,-37.46,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03301,04875,43.76,-8.75,70.672,97.851,329.09,291.96,37.13,291.5241,290.9683,0.5558,2.5489,2.0852,0.8569,0.036,0.12,1.1035,1,'011000',0,253.051,1,1,"'MULTIPOLYGON((( 146.482590  -37.865398, 145.688644  -37.964249, 145.522354  -37.092617, 146.307358  -36.994892, 146.482590  -37.865398)))'",Victoria,146,-37.48,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03105,04886,43.67,-2.33,70.566,97.557,321.1,298.25,22.85,301.2726,297.0435,4.2291,1.3782,1.0175,0.5771,0.073,0.122,0.4197,1,'011000',0,154.113,0.5,1,"'MULTIPOLYGON((( 142.505890  -38.124657, 141.701706  -38.152092, 141.658951  -37.273788, 142.453720  -37.246666, 142.505890  -38.124657)))'",Victoria,142.08,-37.7,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03180,04891,43.86,-4.77,70.791,98.179,323.19,298.4,24.79,300.6701,296.9744,3.6957,2.737,1.6022,1.3154,0.078,0.134,0.5353,1,'011000',0,169.057,0.5,1,"'MULTIPOLYGON((( 144.030548  -38.212551, 143.224930  -38.267338, 143.134445  -37.385708, 143.930618  -37.331558, 144.030548  -38.212551)))'",Victoria,143.58,-37.8,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03181,04891,43.86,-4.8,70.791,98.179,333.54,298.14,35.4,300.5004,296.8628,3.6376,2.7776,1.6478,1.3021,0.079,0.121,0.9455,1,'011000',0,253.752,0.5,1,"'MULTIPOLYGON((( 144.050827  -38.212364, 143.245239  -38.267487, 143.154190  -37.385895, 143.950317  -37.331413, 144.050827  -38.212364)))'",Victoria,143.60001,-37.8,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03182,04891,43.87,-4.84,70.802,98.212,333.54,298.14,35.4,300.3588,296.7402,3.6186,2.802,1.6644,1.3127,0.079,0.121,0.9468,1,'011000',0,253.752,0.33,1,"'MULTIPOLYGON((( 144.071259  -38.212257, 143.265594  -38.267834, 143.173721  -37.385998, 143.969955  -37.331066, 144.071259  -38.212257)))'",Victoria,143.62,-37.8,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03180,04892,43.88,-4.77,70.814,98.245,323.19,298.4,24.79,300.7,296.9797,3.7202,2.7711,1.6148,1.3401,0.078,0.134,0.5343,1,'011000',0,169.057,0.5,1,"'MULTIPOLYGON((( 144.030838  -38.232838, 143.224731  -38.287647, 143.134171  -37.405426, 143.930817  -37.351257, 144.030838  -38.232838)))'",Victoria,143.58,-37.82,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03181,04892,43.89,-4.8,70.826,98.278,333.54,298.14,35.4,300.524,296.8645,3.6595,2.8254,1.6681,1.3323,0.079,0.121,0.9446,1,'011000',0,253.752,0.5,1,"'MULTIPOLYGON((( 144.051208  -38.232796, 143.244995  -38.287945, 143.153824  -37.405468, 143.950562  -37.350960, 144.051208  -38.232796)))'",Victoria,143.60001,-37.82,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03182,04892,43.89,-4.83,70.826,98.278,333.54,298.14,35.4,300.388,296.7376,3.6504,2.8485,1.689,1.3462,0.079,0.121,0.9457,1,'011000',0,253.752,0.33,1,"'MULTIPOLYGON((( 144.071472  -38.232605, 143.265289  -38.288094, 143.173538  -37.405655, 143.970245  -37.350815, 144.071472  -38.232605)))'",Victoria,143.62,-37.82,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03124,04893,43.84,-2.94,70.767,98.113,321.74,297.62,24.12,301.4763,297.0454,4.4309,0.7837,0.5784,0.3537,0.079,0.132,0.3249,1,'011000',0,162.711,0.33,1,"'MULTIPOLYGON((( 142.893723  -38.263462, 142.086105  -38.297798, 142.031204  -37.414921, 142.829269  -37.380985, 142.893723  -38.263462)))'",Victoria,142.45999,-37.84,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03182,04893,43.91,-4.83,70.85,98.344,316.36,298.32,18.04,300.4499,296.7526,3.6973,2.8187,1.667,1.3472,0.078,0.119,0.2116,1,'011000',0,118.88,0.33,1,"'MULTIPOLYGON((( 144.071762  -38.252888, 143.265091  -38.308392, 143.173248  -37.425362, 143.970444  -37.370506, 144.071762  -38.252888)))'",Victoria,143.62,-37.84,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03124,04894,43.86,-2.94,70.791,98.179,327.51,297.77,29.74,301.5607,297.0895,4.4712,0.8275,0.5795,0.4225,0.078,0.122,0.6126,1,'011000',0,206.585,0.33,1,"'MULTIPOLYGON((( 142.893997  -38.283752, 142.085892  -38.318104, 142.030930  -37.434635, 142.829483  -37.400688, 142.893997  -38.283752)))'",Victoria,142.45999,-37.86,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 05:50:00+00','2018-03-31 06:20:43+00','Himawari-8','kn3','NC_H08_20180331_0550_R21_FLDK.06001_06001.nc',03184,04901,44.09,-4.88,71.065,98.943,314.59,297.36,17.23,301.3146,297.0491,4.2656,1.7267,1.173,0.8834,0.082,0.128,0.1161,1,'001000',0,112.029,0.33,1,"'MULTIPOLYGON((( 144.114761  -38.415157, 143.303894  -38.471394, 143.210358  -37.583076, 144.011581  -37.527504, 144.114761  -38.415157)))'",Victoria,143.66,-38,2018-03-31 05:50:00,2018,3,31,13,5,2019
'2018-03-31 06:00:00+00','2018-03-31 06:30:43+00','Himawari-8','kn3','NC_H08_20180331_0600_R21_FLDK.06001_06001.nc',03288,04816,42.41,-8.56,69.132,93.632,319.1,301.41,17.69,304.0736,300.8869,3.1867,0.7788,0.6673,0.3147,0.083,0.131,0.2343,1,'011000',0,119.917,0.83,1,"'MULTIPOLYGON((( 146.201324  -36.669094, 145.436508  -36.763706, 145.282990  -35.929111, 146.039886  -35.835484, 146.201324  -36.669094)))'",Victoria,145.73999,-36.3,2018-03-31 06:00:00,2018,3,31,13,6,2019
'2018-03-31 06:00:00+00','2018-03-31 06:30:43+00','Himawari-8','kn3','NC_H08_20180331_0600_R21_FLDK.06001_06001.nc',03180,04891,43.86,-4.77,70.791,98.179,318.17,297.25,20.92,299.6755,296.2974,3.3781,2.4101,1.4218,1.1478,0.066,0.108,0.3502,1,'011000',0,138.398,0.33,1,"'MULTIPOLYGON((( 144.030548  -38.212551, 143.224930  -38.267338, 143.134445  -37.385708, 143.930618  -37.331558, 144.030548  -38.212551)))'",Victoria,143.58,-37.8,2018-03-31 06:00:00,2018,3,31,13,6,2019
